P,datetime
0.15684547,28/4/2018 7:00
0.14215198,28/4/2018 7:03
0.1100367,28/4/2018 7:06
0.16160616,28/4/2018 7:09
0.24461617,28/4/2018 7:12
0.23000558,28/4/2018 7:15
0.27821544,28/4/2018 7:18
0.32239407,28/4/2018 7:21
0.30819932,28/4/2018 7:24
0.35531938,28/4/2018 7:27
0.39257967,28/4/2018 7:30
0.48260003,28/4/2018 7:33
0.4452177,28/4/2018 7:36
0.33086115,28/4/2018 7:39
0.28273562,28/4/2018 7:42
0.2410157,28/4/2018 7:45
0.39812857,28/4/2018 7:48
0.22836697,28/4/2018 7:51
0.18625472,28/4/2018 7:54
0.19908577,28/4/2018 7:57
0.17610712,28/4/2018 8:00
0.17782637,28/4/2018 8:03
0.16345054,28/4/2018 8:06
0.21981494,28/4/2018 8:09
0.2089026,28/4/2018 8:12
0.15096483,28/4/2018 8:15
0.098065555,28/4/2018 8:18
0.120120384,28/4/2018 8:21
0.09389534,28/4/2018 8:24
0.091637075,28/4/2018 8:27
0.09095998,28/4/2018 8:30
0.11120469,28/4/2018 8:33
0.058177695,28/4/2018 8:36
0.15484849,28/4/2018 8:39
0.20979638,28/4/2018 8:42
0.241575,28/4/2018 8:45
0.18993098,28/4/2018 8:48
0.17497376,28/4/2018 8:51
0.14216824,28/4/2018 8:54
0.15167813,28/4/2018 8:57
0.10985531,28/4/2018 9:00
0.08669684,28/4/2018 9:03
0.08513224,28/4/2018 9:06
0.035768803,28/4/2018 9:09
0.018366192,28/4/2018 9:12
0.01753143,28/4/2018 9:15
0.012556124,28/4/2018 9:18
0.0884371,28/4/2018 9:21
0.00683457,28/4/2018 9:24
0.014086193,28/4/2018 9:27
0.13396204,28/4/2018 9:30
0.048060525,28/4/2018 9:33
0.0071291854,28/4/2018 9:36
0.11925983,28/4/2018 9:39
-4.0358304e-05,28/4/2018 9:42
0.030319449,28/4/2018 9:45
0.045686036,28/4/2018 9:48
0.018336141,28/4/2018 9:51
0.0013810176,28/4/2018 9:54
0.021890944,28/4/2018 9:57
0.029260317,28/4/2018 10:00
0.051720805,28/4/2018 10:03
