P,datetime
1.2418288,26/4/2018 8:03
1.2526958,26/4/2018 8:06
1.3995953,26/4/2018 8:09
1.5251299,26/4/2018 8:12
2.8418944,26/4/2018 8:15
2.4223142,26/4/2018 8:18
2.874922,26/4/2018 8:21
2.1950939,26/4/2018 8:24
1.5871632,26/4/2018 8:27
1.4386741,26/4/2018 8:30
2.5928032,26/4/2018 8:33
0.9843417,26/4/2018 8:36
1.427086,26/4/2018 8:39
0.7697878,26/4/2018 8:42
0.8596374,26/4/2018 8:45
0.9035026,26/4/2018 8:48
0.83412874,26/4/2018 8:51
0.5287331,26/4/2018 8:54
0.50885135,26/4/2018 8:57
0.7158817,26/4/2018 9:00
0.72712,26/4/2018 9:03
0.47010788,26/4/2018 9:06
0.40719426,26/4/2018 9:09
0.4125919,26/4/2018 9:12
0.6337916,26/4/2018 9:15
0.54089826,26/4/2018 9:18
0.53069717,26/4/2018 9:21
0.83207995,26/4/2018 9:24
1.1310915,26/4/2018 9:27
1.2479365,26/4/2018 9:30
1.3764473,26/4/2018 9:33
1.445573,26/4/2018 9:36
1.4705814,26/4/2018 9:39
1.1055571,26/4/2018 9:42
0.7527066,26/4/2018 9:45
0.51837635,26/4/2018 9:48
0.40727872,26/4/2018 9:51
0.4951075,26/4/2018 9:54
0.52389234,26/4/2018 9:57
0.43331155,26/4/2018 10:00
0.52480584,26/4/2018 10:03
0.39827597,26/4/2018 10:06
0.38727033,26/4/2018 10:09
0.7468342,26/4/2018 10:12
0.949927,26/4/2018 10:15
1.1266749,26/4/2018 10:18
1.1433953,26/4/2018 10:21
1.1972424,26/4/2018 10:24
1.3298031,26/4/2018 10:27
1.3918635,26/4/2018 10:30
1.4414638,26/4/2018 10:33
1.4474536,26/4/2018 10:36
1.4407767,26/4/2018 10:39
1.4361651,26/4/2018 10:42
1.2634139,26/4/2018 10:45
1.2697028,26/4/2018 10:48
1.2868623,26/4/2018 10:51
1.4655287,26/4/2018 10:54
1.6019727,26/4/2018 10:57
1.7130318,26/4/2018 11:00
1.4743823,26/4/2018 11:03
1.1652125,26/4/2018 11:06
0.9948137,26/4/2018 11:09
0.9105379,26/4/2018 11:12
0.72829,26/4/2018 11:15
0.62515813,26/4/2018 11:18
0.4756373,26/4/2018 11:21
0.27037272,26/4/2018 11:24
0.32295322,26/4/2018 11:27
0.4442176,26/4/2018 11:30
0.6481701,26/4/2018 11:33
0.8046748,26/4/2018 11:36
1.032986,26/4/2018 11:39
1.2482983,26/4/2018 11:42
1.3777547,26/4/2018 11:45
1.3903246,26/4/2018 11:48
1.4137876,26/4/2018 11:51
1.3881261,26/4/2018 11:54
1.3704402,26/4/2018 11:57
1.4058515,26/4/2018 12:00
1.4606992,26/4/2018 12:03
1.5399104,26/4/2018 12:06
1.5935348,26/4/2018 12:09
1.657485,26/4/2018 12:12
1.7862604,26/4/2018 12:15
1.8662876,26/4/2018 12:18
1.9980029,26/4/2018 12:21
2.181505,26/4/2018 12:24
2.4113054,26/4/2018 12:27
2.592151,26/4/2018 12:30
2.9716985,26/4/2018 12:33
3.1432261,26/4/2018 12:36
3.9180548,26/4/2018 12:39
4.575481,26/4/2018 12:42
4.610325,26/4/2018 12:45
4.8369536,26/4/2018 12:48
5.0659113,26/4/2018 12:51
5.0170546,26/4/2018 12:54
5.175917,26/4/2018 12:57
5.4253564,26/4/2018 13:00
5.596458,26/4/2018 13:03
5.556054,26/4/2018 13:06
5.153159,26/4/2018 13:09
4.6287684,26/4/2018 13:12
4.463258,26/4/2018 13:15
5.107891,26/4/2018 13:18
3.7354941,26/4/2018 13:21
3.7324438,26/4/2018 13:24
3.7241256,26/4/2018 13:27
3.4076679,26/4/2018 13:30
3.033805,26/4/2018 13:33
3.3803365,26/4/2018 13:36
4.0608597,26/4/2018 13:39
4.2698903,26/4/2018 13:42
4.695616,26/4/2018 13:45
3.5431259,26/4/2018 13:48
4.990595,26/4/2018 13:51
5.1572976,26/4/2018 13:54
5.4148474,26/4/2018 13:57
4.6638684,26/4/2018 14:00
2.7263637,26/4/2018 14:03
2.541684,26/4/2018 14:06
3.547395,26/4/2018 14:09
4.389812,26/4/2018 14:12
2.8027124,26/4/2018 14:15
1.7529534,26/4/2018 14:18
1.3954833,26/4/2018 14:21
2.8526778,26/4/2018 14:24
2.057878,26/4/2018 14:27
3.3542552,26/4/2018 14:30
4.321439,26/4/2018 14:33
2.9810958,26/4/2018 14:36
3.1219902,26/4/2018 14:39
2.4107683,26/4/2018 14:42
4.1888685,26/4/2018 14:45
3.800111,26/4/2018 14:48
1.4026744,26/4/2018 14:51
1.973781,26/4/2018 14:54
3.8071914,26/4/2018 14:57
2.6055872,26/4/2018 15:00
1.57411,26/4/2018 15:03
1.6880249,26/4/2018 15:06
3.2846851,26/4/2018 15:09
3.1349242,26/4/2018 15:12
2.9950945,26/4/2018 15:15
2.4311035,26/4/2018 15:18
1.5584855,26/4/2018 15:21
1.5477372,26/4/2018 15:24
2.1455486,26/4/2018 15:27
1.9042113,26/4/2018 15:30
1.726399,26/4/2018 15:33
1.5096925,26/4/2018 15:36
1.2628895,26/4/2018 15:39
2.4154468,26/4/2018 15:42
2.2199035,26/4/2018 15:45
1.1946995,26/4/2018 15:48
2.110029,26/4/2018 15:51
1.0745423,26/4/2018 15:54
1.3354139,26/4/2018 15:57
2.0733123,26/4/2018 16:00
1.9735126,26/4/2018 16:03
1.0091224,26/4/2018 16:06
0.98363596,26/4/2018 16:09
0.9247536,26/4/2018 16:12
1.6262313,26/4/2018 16:15
1.6139077,26/4/2018 16:18
0.9415468,26/4/2018 16:21
1.4498708,26/4/2018 16:24
1.4420086,26/4/2018 16:27
1.0985533,26/4/2018 16:30
0.7232964,26/4/2018 16:33
0.66794086,26/4/2018 16:36
